year,category,name,gender,born,age,country
1983,economics,Gerard Debreu,male,1921-07-04 00:00:00,62,France
1983,medicine,Barbara McClintock,female,1902-06-16 00:00:00,81,USA
1983,chemistry,Henry Taube,male,1915-11-30 00:00:00,68,Canada
1983,physics,William A. Fowler,male,1911-08-09 00:00:00,72,USA
1983,physics,Subrahmanyan Chandrasekhar,male,1910-10-19 00:00:00,73,Pakistan
1982,economics,George J. Stigler,male,1911-01-17 00:00:00,71,USA
1982,medicine,John R. Vane,male,1927-03-29 00:00:00,55,United Kingdom
1982,medicine,Bengt I. Samuelsson,male,1934-05-21 00:00:00,48,Sweden
1982,medicine,Sune K. Bergstrom,male,1916-01-10 00:00:00,66,Sweden
1982,chemistry,Aaron Klug,male,1926-08-11 00:00:00,56,Lithuania
1982,physics,Kenneth G. Wilson,male,1936-06-08 00:00:00,46,USA
1981,physics,Kai M. Siegbahn,male,1918-04-20 00:00:00,63,Sweden
1981,economics,James Tobin,male,1918-03-05 00:00:00,63,USA
1981,medicine,Torsten N. Wiesel,male,1924-06-03 00:00:00,57,Sweden
1981,medicine,David H. Hubel,male,1926-02-27 00:00:00,55,Canada
1981,medicine,Roger W. Sperry,male,1913-08-20 00:00:00,68,USA
1981,chemistry,Roald Hoffmann,male,1937-07-18 00:00:00,44,Ukraine
1981,chemistry,Kenichi Fukui,male,1918-10-04 00:00:00,63,Japan
1981,physics,Arthur L. Schawlow,male,1921-05-05 00:00:00,60,USA
1981,physics,Nicolaas Bloembergen,male,1920-03-11 00:00:00,61,the Netherlands
1980,medicine,Jean Dausset,male,1916-10-19 00:00:00,64,France
1980,economics,Lawrence R. Klein,male,1920-09-14 00:00:00,60,USA
1980,medicine,George D. Snell,male,1903-12-19 00:00:00,77,USA
1980,medicine,Baruj Benacerraf,male,1920-10-29 00:00:00,60,Venezuela
1980,chemistry,Walter Gilbert,male,1932-03-21 00:00:00,48,USA
1980,chemistry,Paul Berg,male,1926-06-30 00:00:00,54,USA
1980,chemistry,Frederick Sanger,male,1918-08-13 00:00:00,62,United Kingdom
1980,physics,Val Fitch,male,1923-03-10 00:00:00,57,USA
1980,physics,James Cronin,male,1931-09-29 00:00:00,49,USA
1979,economics,Sir Arthur Lewis,male,1915-01-23 00:00:00,64,Saint Lucia
1979,economics,Theodore W. Schultz,male,1902-04-30 00:00:00,77,USA
1979,medicine,Godfrey N. Hounsfield,male,1919-08-28 00:00:00,60,United Kingdom
1979,medicine,Allan M. Cormack,male,1924-02-23 00:00:00,55,South Africa
1979,chemistry,Georg Wittig,male,1897,82,Germany
1979,chemistry,Herbert C. Brown,male,1912-05-22 00:00:00,67,United Kingdom
1979,physics,Steven Weinberg,male,1933-05-03 00:00:00,46,USA
1979,physics,Abdus Salam,male,1926-01-29 00:00:00,53,Pakistan
1979,physics,Sheldon Glashow,male,1932-12-05 00:00:00,47,USA
1978,medicine,Werner Arber,male,1929-06-03 00:00:00,49,Switzerland
1978,economics,Herbert Simon,male,1916-06-15 00:00:00,62,USA
1978,medicine,Hamilton O. Smith,male,1931-08-23 00:00:00,47,USA
1978,medicine,Daniel Nathans,male,1928-10-30 00:00:00,50,USA
1978,chemistry,Peter Mitchell,male,1920-09-29 00:00:00,58,United Kingdom
1978,physics,Robert Woodrow Wilson,male,1936-01-10 00:00:00,42,USA
1978,physics,Arno Penzias,male,1933-04-26 00:00:00,45,Germany
1978,physics,Pyotr Kapitsa,male,1894,84,Russia
1977,chemistry,Ilya Prigogine,male,1917-01-25 00:00:00,60,Russia
1977,economics,Bertil Ohlin,male,1899,78,Sweden
1977,economics,James E. Meade,male,1907-06-23 00:00:00,70,United Kingdom
1977,medicine,Rosalyn Yalow,female,1921-07-19 00:00:00,56,USA
1977,medicine,Andrew V. Schally,male,1926-11-30 00:00:00,51,Lithuania
1977,medicine,Roger Guillemin,male,1924-01-11 00:00:00,53,France
1977,physics,John H. Van Vleck,male,1899,78,USA
1977,physics,Sir Nevill F. Mott,male,1905-09-30 00:00:00,72,United Kingdom
1977,physics,Philip W. Anderson,male,1923-12-13 00:00:00,54,USA
1976,medicine,D. Carleton Gajdusek,male,1923-09-09 00:00:00,53,USA
1976,economics,Milton Friedman,male,1912-07-31 00:00:00,64,USA
1976,medicine,Baruch S. Blumberg,male,1925-07-28 00:00:00,51,USA
1976,chemistry,William Lipscomb,male,1919-12-09 00:00:00,57,USA
1976,physics,Samuel C.C. Ting,male,1936-01-27 00:00:00,40,USA
1976,physics,Burton Richter,male,1931-03-22 00:00:00,45,USA
1975,chemistry,Vladimir Prelog,male,1906-07-23 00:00:00,69,Bosnia and Herzegovina
1975,economics,Tjalling C. Koopmans,male,1910-08-28 00:00:00,65,Netherlands
1975,economics,Leonid Vitaliyevich Kantorovich,male,1912-01-19 00:00:00,63,Russia
1975,medicine,Howard M. Temin,male,1934-12-10 00:00:00,41,USA
1975,medicine,Renato Dulbecco,male,1914-02-22 00:00:00,61,Italy
1975,medicine,David Baltimore,male,1938-03-07 00:00:00,37,USA
1975,chemistry,John Cornforth,male,1917-09-07 00:00:00,58,Australia
1975,physics,James Rainwater,male,1917-12-09 00:00:00,58,USA
1975,physics,Ben R. Mottelson,male,1926-07-09 00:00:00,49,USA
1975,physics,Aage N. Bohr,male,1922-06-19 00:00:00,53,Denmark
1974,medicine,Albert Claude,male,1898,76,Belgium
1974,economics,Friedrich von Hayek,male,1899,75,Austria
1974,economics,Gunnar Myrdal,male,1898,76,Sweden
1974,medicine,George E. Palade,male,1912-11-19 00:00:00,62,Romania
1974,medicine,Christian de Duve,male,1917-10-02 00:00:00,57,United Kingdom
1974,chemistry,Paul J. Flory,male,1910-06-19 00:00:00,64,USA
1974,physics,Antony Hewish,male,1924-05-11 00:00:00,50,United Kingdom
1974,physics,Martin Ryle,male,1918-09-27 00:00:00,56,United Kingdom
1973,medicine,Konrad Lorenz,male,1903-11-07 00:00:00,70,Austria
1973,medicine,Karl von Frisch,male,1886,68,Austria
1973,economics,Wassily Leontief,male,1906-08-05 00:00:00,67,Russia
1973,medicine,Nikolaas Tinbergen,male,1907-04-15 00:00:00,66,the Netherlands
1973,chemistry,Geoffrey Wilkinson,male,1921-07-14 00:00:00,52,United Kingdom
1973,chemistry,Ernst Otto Fischer,male,1918-11-10 00:00:00,55,Germany
1973,physics,Brian D. Josephson,male,1940-01-04 00:00:00,33,United Kingdom
1973,physics,Ivar Giaever,male,1929-04-05 00:00:00,44,Norway
1973,physics,Leo Esaki,male,1925-03-12 00:00:00,48,Japan
1972,economics,Kenneth J. Arrow,male,1921-08-23 00:00:00,51,USA
1972,economics,John R. Hicks,male,1904-04-08 00:00:00,68,United Kingdom
1972,medicine,Rodney R. Porter,male,1917-10-08 00:00:00,55,United Kingdom
1972,medicine,Gerald M. Edelman,male,1929-07-01 00:00:00,43,USA
1972,chemistry,William H. Stein,male,1911-06-25 00:00:00,61,USA
1972,chemistry,Stanford Moore,male,1913-09-04 00:00:00,59,USA
1972,chemistry,Christian Anfinsen,male,1916-03-26 00:00:00,56,USA
1972,physics,Robert Schrieffer,male,1931-05-31 00:00:00,41,USA
1972,physics,Leon N. Cooper,male,1930-02-28 00:00:00,42,USA
1972,physics,John Bardeen,male,1908-05-23 00:00:00,64,USA
1971,economics,Simon Kuznets,male,1901-04-30 00:00:00,70,Belarus
1971,medicine,Earl W. Sutherland Jr.,male,1915-11-19 00:00:00,56,USA
1971,chemistry,Gerhard Herzberg,male,1904-12-25 00:00:00,67,Germany
1971,physics,Dennis Gabor,male,1900-06-05 00:00:00,71,Hungary
1970,physics,Louis Neel,male,1904-11-22 00:00:00,66,France
1970,physics,Hannes Alfven,male,1908-05-30 00:00:00,62,Sweden
1970,economics,Paul A. Samuelson,male,1915-05-15 00:00:00,55,USA
1970,medicine,Julius Axelrod,male,1912-05-30 00:00:00,58,USA
1970,medicine,Ulf von Euler,male,1905-02-07 00:00:00,65,Sweden
1970,medicine,Sir Bernard Katz,male,1911-03-26 00:00:00,59,Germany
1970,chemistry,Luis Leloir,male,1906-09-06 00:00:00,64,France
1969,economics,Jan Tinbergen,male,1903-04-12 00:00:00,66,the Netherlands
1969,economics,Ragnar Frisch,male,1895,64,Norway
1969,medicine,Salvador E. Luria,male,1912-08-13 00:00:00,57,Italy
1969,medicine,Alfred D. Hershey,male,1908-12-04 00:00:00,61,USA
1969,medicine,Max Delbrck,male,1906-09-04 00:00:00,63,Germany
1969,chemistry,Odd Hassel,male,1897,64,Norway
1969,chemistry,Derek Barton,male,1918-09-08 00:00:00,51,United Kingdom
1969,physics,Murray Gell-Mann,male,1929-09-15 00:00:00,40,USA
